timestamp,field_id,soil_moisture,temperature_soil,temperature,humidity,rainfall_1h,rainfall_24h,rain_probability,solar_radiation,crop_type,growth_stage,kc_factor,size_hectares,soil_type,prev_irrigation_volume,hours_since_last_irrigation,rolling_7d_irrigation_liters,hour_of_day,day_of_week,day_of_year,days_since_planted,irrigation_required,irrigation_volume_liters,recommended_hour,data_source,prev_irrigation_duration,crop_type_encoded,growth_stage_encoded,soil_type_encoded,stage_water_requirement_mm,prev_soil_moisture,rolling_mean_3h,rolling_mean_6h,rolling_mean_12h,rolling_min_12h,rolling_max_12h,moisture_trend,moisture_change_rate,moisture_deficit,forecast_temp_6h,forecast_rain_prob_6h,season,sm_x_temp,sm_x_humidity,rain_prob_x_sm,kc_x_sm,et0_proxy
2026-03-16 10:28:01.316915+00:00,2,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,40.95,35.14666666666667,33.718333333333334,33.86454545454546,32.2,41.04,0.7294285714285732,-8.75,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:01.579041+00:00,3,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,35.116666666666674,33.70333333333333,33.725833333333334,32.2,41.04,0.22685714285714104,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:02.847305+00:00,4,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,33.68833333333333,32.98916666666667,32.2,40.95,-0.27057142857142574,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:03.189292+00:00,5,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,33.67333333333334,32.98166666666667,32.2,40.95,-0.7628571428571418,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:03.445233+00:00,6,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,33.65833333333334,32.97416666666667,32.2,40.95,-1.2499999999999978,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:03.707050+00:00,7,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,32.2,32.96666666666666,32.2,40.95,-2.1110323708390817e-16,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:03.969427+00:00,8,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,32.2,32.95916666666667,32.2,40.95,-2.1110323708390817e-16,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 10:28:04.592271+00:00,9,32.2,23.12,26.88,69.4,0.0,0.0,73.5,747.6,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,10,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.2,32.2,32.2,32.95166666666667,32.2,40.95,-2.1110323708390817e-16,0.0,2.799999999999997,26.88,73.5,1,865.5360000000001,2234.6800000000003,2366.7000000000003,0.8474999999999999,0.6254424164417867
2026-03-16 11:28:01.048231+00:00,1,40.86,23.19,28.3,62.5,0.0,0.0,88.5,824.7,Wheat (HD-2967),Flowering,1.2,4.5,Clay Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,1,2,2,1.2,32.2,35.086666666666666,33.64333333333334,33.66583333333334,32.2,40.95,1.237142857142856,8.659999999999997,4.140000000000001,28.3,88.5,1,1156.338,2553.75,3616.11,0.7096799999999999,0.8890282590359546
2026-03-16 11:28:01.316915+00:00,2,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,40.86,35.05666666666667,33.62833333333334,33.65083333333333,32.11,40.95,0.7294285714285696,-8.75,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:01.579041+00:00,3,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,35.026666666666664,33.61333333333334,33.63583333333333,32.11,40.95,0.22685714285714106,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:02.847305+00:00,4,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,33.598333333333336,32.899166666666666,32.11,40.86,-0.2705714285714274,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:03.189292+00:00,5,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,33.583333333333336,32.89166666666667,32.11,40.86,-0.762857142857144,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:03.445233+00:00,6,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,33.568333333333335,32.884166666666665,32.11,40.86,-1.2499999999999976,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:03.707050+00:00,7,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,32.11,32.876666666666665,32.11,40.86,1.0503014918007857e-15,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:03.969427+00:00,8,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,32.11,32.869166666666665,32.11,40.86,1.0503014918007857e-15,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 11:28:04.592271+00:00,9,32.11,23.07,28.15,62.8,0.0,0.0,88.5,824.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,11,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.11,32.11,32.11,32.86166666666667,32.11,40.86,1.0503014918007857e-15,0.0,2.8900000000000006,28.15,88.5,1,903.8965,2016.5079999999998,2841.735,0.8486250000000001,0.8773233989471447
2026-03-16 12:28:01.048231+00:00,1,40.77,24.22,29.33,59.3,0.0,0.0,84.8,854.7,Wheat (HD-2967),Flowering,1.2,4.5,Clay Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,1,2,2,1.2,32.11,34.99666666666667,33.553333333333335,33.575833333333335,32.11,40.86,1.2371428571428575,8.660000000000004,4.229999999999997,29.33,84.8,1,1195.7841,2417.661,3457.2960000000003,0.7107600000000001,1.0359898902409734
2026-03-16 12:28:01.316915+00:00,2,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,40.77,34.96666666666667,33.538333333333334,33.56083333333333,32.02,40.86,0.7294285714285758,-8.75,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:01.579041+00:00,3,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,34.936666666666675,33.52333333333333,33.545833333333334,32.02,40.86,0.22685714285714406,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:02.847305+00:00,4,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,33.50833333333333,32.80916666666666,32.02,40.77,-0.2705714285714282,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:03.189292+00:00,5,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,33.49333333333333,32.80166666666667,32.02,40.77,-0.7628571428571441,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:03.445233+00:00,6,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,33.47833333333334,32.79416666666667,32.02,40.77,-1.2500000000000029,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:03.707050+00:00,7,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,32.02,32.78666666666667,32.02,40.77,-1.6572446388929915e-16,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:03.969427+00:00,8,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,32.02,32.77916666666667,32.02,40.77,-1.6572446388929915e-16,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 12:28:04.592271+00:00,9,32.02,24.1,29.18,59.6,0.0,0.0,84.8,854.7,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,12,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,32.02,32.02,32.02,32.77166666666667,32.02,40.77,-1.6572446388929915e-16,0.0,2.979999999999997,29.18,84.8,1,934.3436,1908.3920000000003,2715.2960000000003,0.84975,1.023124038305695
2026-03-16 13:28:01.048231+00:00,1,42.18,26.63,31.65,56.2,6.01,11.44,75.8,822.0,Wheat (HD-2967),Flowering,1.2,4.5,Clay Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,1,2,2,1.2,32.02,35.406666666666666,33.71333333333334,33.61083333333334,32.02,42.18,1.451428571428569,10.159999999999997,2.8200000000000003,31.65,75.8,1,1334.9969999999998,2370.516,3197.2439999999997,0.69384,1.1577311485009696
2026-03-16 13:28:01.316915+00:00,2,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,42.18,35.873333333333335,33.946666666666665,33.720000000000006,32.02,42.18,1.0708571428571418,-8.759999999999998,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:01.579041+00:00,3,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,36.34,34.18,33.829166666666666,32.02,42.18,0.6102857142857132,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:02.847305+00:00,4,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,34.413333333333334,33.21666666666667,32.02,42.18,0.06971428571428294,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:03.189292+00:00,5,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,34.64666666666667,33.333333333333336,32.02,42.18,-0.5508571428571432,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:03.445233+00:00,6,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,34.88,33.45,32.02,42.18,-1.2514285714285718,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:03.707050+00:00,7,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,33.42,33.56666666666667,32.02,42.18,-6.183203926411308e-16,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:03.969427+00:00,8,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,33.42,33.68333333333333,32.02,42.18,-6.183203926411308e-16,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 13:28:04.592271+00:00,9,33.42,26.5,31.5,56.5,6.01,11.44,75.8,822.0,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,13,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.42,33.42,33.42,33.800000000000004,32.02,42.18,-6.183203926411308e-16,0.0,1.5799999999999983,31.5,75.8,1,1052.73,1888.23,2533.236,0.8322499999999999,1.1442476609530563
2026-03-16 14:28:01.048231+00:00,1,42.08,26.04,30.81,56.1,0.0,0.0,87.5,741.8,Wheat (HD-2967),Flowering,1.2,4.5,Clay Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,1,2,2,1.2,33.42,36.306666666666665,34.86333333333334,34.638333333333335,32.02,42.18,1.2371428571428575,8.659999999999997,2.9200000000000017,30.81,87.5,1,1296.4848,2360.688,3682.0,0.6950399999999999,1.0189391728339638
2026-03-16 14:28:01.316915+00:00,2,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,42.08,36.27333333333333,34.846666666666664,34.74666666666666,32.02,42.18,0.727999999999999,-8.759999999999998,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:01.579041+00:00,3,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,36.24,34.830000000000005,34.855,33.32,42.18,0.2245714285714272,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:02.847305+00:00,4,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,34.81333333333333,34.11666666666667,33.32,42.08,-0.27314285714285935,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:03.189292+00:00,5,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,34.79666666666667,34.108333333333334,33.32,42.08,-0.7651428571428569,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:03.445233+00:00,6,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,34.78,34.1,33.32,42.08,-1.25142857142857,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:03.707050+00:00,7,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,33.32,34.09166666666667,33.32,42.08,2.488737428354834e-15,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:03.969427+00:00,8,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,33.32,34.083333333333336,33.32,42.08,2.488737428354834e-15,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 14:28:04.592271+00:00,9,33.32,25.92,30.66,56.4,0.0,0.0,87.5,741.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,14,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,33.32,33.32,33.32,34.074999999999996,33.32,42.08,2.488737428354834e-15,0.0,1.6799999999999997,30.66,87.5,1,1021.5912,1879.248,2915.5,0.8335000000000001,1.006997532570592
2026-03-16 15:28:01.048231+00:00,1,43.82,25.91,30.0,63.7,7.35,17.62,77.0,600.8,Wheat (HD-2967),Flowering,1.2,4.5,Clay Loam,0.0,999.0,0.0,15,0,75,10,0,0.0,6,synthetic,30.0,1,2,2,1.2,33.32,36.82,35.07,34.94166666666667,33.32,43.82,1.5000000000000007,10.5,1.1799999999999997,30.0,77.0,1,1314.6,2791.3340000000003,3374.14,0.6741600000000001,0.66432780893938
2026-03-16 15:28:01.316915+00:00,2,35.06,25.78,29.85,64.0,7.35,17.62,77.0,600.8,Tomato (Hybrid),Flowering,1.25,2.2,Sandy Loam,0.0,999.0,0.0,15,0,75,10,0,0.0,6,synthetic,30.0,6,2,0,1.2,43.82,37.4,35.36000000000001,35.07833333333333,33.32,43.82,1.148571428571428,-8.759999999999998,0.0,29.85,77.0,1,1046.5410000000002,2243.84,2699.6200000000003,0.81175,0.6555374143593291
